id,name,inves,ret,color
1091,蛉蟋科,直翅目,Z24,#5fafd7
1092,蚁蟋科,直翅目,Z25,#5fafff
1093,驼螽科,直翅目,Z26,#5fd700
1094,蟋螽科,直翅目,Z27,#5fd75f
1097,沙螽科,直翅目,Z30,#5fd7d7
1098,蜜蜂科,膜翅目,MO22,#5fd7ff
1099,方头泥蜂科,膜翅目,MO23,#5fff00
1100,分舌蜂科,膜翅目,MO24,#5fff5f
1101,隧蜂科,膜翅目,MO25,#5fff87
1102,小蜂科,膜翅目,MO26,#5fffaf
1103,跳小蜂科,膜翅目,MO27,#5fffd7
1104,金小蜂科,膜翅目,MO28,#5fffff
1105,长尾小蜂科,膜翅目,MO29,#870000
1106,蚁科,膜翅目,MO30,#87005f
1107,茧蜂科,膜翅目,MO31,#870087
1108,蛛蜂科,膜翅目,MO32,#8700af
1109,蚁蜂科,膜翅目,MO33,#8700d7
1110,三节叶蜂科,膜翅目,MO34,#8700ff
1111,锤角叶蜂科,膜翅目,MO35,#875f00
1112,叶蜂科,膜翅目,MO36,#875f5f
1113,土蜂科,膜翅目,MO37,#875f87
1114,齿蛉科,广翅目,G1,#875faf
1116,褐蛉科,脉翅目,M7,#875fff
1117,螳蛉科,脉翅目,M8,#878700
1118,蝶角蛉科,脉翅目,M9,#87875f
1119,蚁蛉科,脉翅目,M10,#878787
1120,蟋蟀科,直翅目,Z31,#8787af
1121,色蟌科,蜻蜓目,QT2,#8787d7
1122,溪蟌科,蜻蜓目,QT3,#8787ff
1123,扇蟌科,蜻蜓目,QT4,#87af00
1124,蟌科,蜻蜓目,QT5,#87af5f
1125,扁蟌科,蜻蜓目,QT6,#ff0000
1126,蜓科,蜻蜓目,QT7,#87afaf
1127,春蜓科,蜻蜓目,QT8,#87afd7
1128,蜻科,蜻蜓目,QT9,#87afff
1129,大伪蜻科,蜻蜓目,QT10,#87d700
1130,扁蜉科,蜉蝣目,FY3,#87d75f
1131,食虫虻科,双翅目,S38,#87d787
1132,蜂虹科,双翅目,S39,#87d7af
1133,长足虻科,双翅目,S40,#87d7d7
1134,蜂虻科,双翅目,S41,#87d7ff
1135,果蝇科,双翅目,S42,#87ff00
1136,水蝇科,双翅目,S43,#87ff5f
1137,缟蝇科,双翅目,S44,#87ff87
1138,花蝇科,双翅目,S45,#87ffaf
1139,粪蝇科,双翅目,S46,#87ffd7
1140,指角蝇科,双翅目,S47,#87ffff
1141,圆目蝇科,双翅目,S48,#af0000
1142,丽蝇科,双翅目,S49,#af005f
1143,鼻蝇科,双翅目,S50,#af0087
1144,麻蝇科,双翅目,S51,#af00af
1145,寄蝇科,双翅目,S52,#af00d7
1146,潜蝇科,双翅目,S53,#af00ff
1147,刺股蝇科,双翅目,S54,#af5f00
1148,扁足蝇科,双翅目,S55,#af5f5f
1149,沼蝇总科,双翅目,S56,#af5f87
1150,鼓翃蝇科,双翅目,S57,#af5faf
1151,水虻科,双翅目,S58,#af5fd7
1152,食蚜蝇科,双翅目,S59,#af5fff
1153,实蝇科,双翅目,S60,#af8700
1154,广囗蝇科,双翅目,S61,#af875f
1155,菌蚊科,双翅目,S62,#af8787
1156,蛾蠓科,双翅目,S63,#af87af
1157,长角蛾科,鳞翅目,L675,#af87d7
1158,蚕蛾科,鳞翅目,L676,#af87ff
1159,箩纹蛾科,鳞翅目,L677,#afaf00
1160,桦蛾科,鳞翅目,L678,#afaf5f
1161,大蚕蛾科,鳞翅目,L679,#afaf87
1162,钩蛾科,鳞翅目,L680,#afafaf
1163,凤蛾科,鳞翅目,L681,#afafd7
1164,宽蛾科,鳞翅目,L682,#afafff
1165,麦蛾科,鳞翅目,L683,#afd700
1166,织蛾科,鳞翅目,L684,#afd75f
1167,绢蛾科,鳞翅目,L685,#afd787
1169,燕蛾科,鳞翅目,L687,#afd7d7
1170,细蛾科,鳞翅目,L688,#afd7ff
1171,枯叶蛾科,鳞翅目,L689,#afff00
1172,目夜蛾科,鳞翅目,L690,#afff5f
1173,尾夜蛾科,鳞翅目,L691,#afff87
1174,瘤蛾科,鳞翅目,L692,#afffaf
1175,羽蛾科,鳞翅目,L693,#afffd7
1177,网蛾科,鳞翅目,L695,#d70000
1178,谷蛾科,鳞翅目,L696,#d7005f
1179,雕蛾科,鳞翅目,L697,#d70087
1180,斑蛾科,鳞翅目,L698,#d700af
1181,弄蝶科,鳞翅目,L699,#d700d7
1182,灰蝶科,鳞翅目,L700,#d700ff
1183,蛱蝶科,鳞翅目,L701,#d75f00
1184,粉蝶科,鳞翅目,L702,#d75f5f
1185,蚬蝶科,鳞翅目,L703,#d75f87
1186,长角石蛾科,毛翅目,MAO3,#d75faf
1187,沼石蛾科,毛翅目,MAO4,#d75fd7
1188,蚜科,半翅目,B99,#d75fff
1189,蚧科,半翅目,B100,#d78700
1190,胭蚧科,半翅目,B101,#d7875f
1191,盾蚧科,半翅目,B102,#d78787
1192,粉蚧科,半翅目,B103,#d787af
1193,松干蚧科,半翅目,B104,#d787d7
1194,绵蚧科,半翅目,B105,#d787ff
1195,旌蚧科,半翅目,B106,#d7af00
1196,尖胸沬蝉科,半翅目,B107,#d7af5f
1197,沬蝉科,半翅目,B108,#d7af87
1198,长盾沫蝉科,半翅目,B109,#d7afaf
1199,巢沫蝉科,半翅目,B110,#d7afd7
1200,袖蜡蝉科,半翅目,B111,#d7afff
1201,象蜡蝉科,半翅目,B112,#d7d700
1202,蛾蜡蝉科,半翅目,B113,#d7d75f
1203,瓢蜡蝉科,半翅目,B114,#d7d787
1204,璐蜡蝉科,半翅目,B115,#d7d7af
1205,广翅蜡蝉科,半翅目,B116,#d7d7d7
1206,扁蜡蝉科,半翅目,B117,#d7d7ff
1207,角蝉科,半翅目,B118,#d7ff00
1208,木虱科,半翅目,B119,#d7ff5f
1209,姬蝽科,半翅目,B120,#d7ff87
1210,盲蝽科,半翅目,B121,#d7ffaf
1211,扁蝽科,半翅目,B122,#d7ffd7
1212,蛛缘蝽科,半翅目,B123,#d7ffff
1213,缘蝽科,半翅目,B124,#ff0000
1214,跷蝽科,半翅目,B125,#ff005f
1215,束蝽科,半翅目,B126,#ff00af
1216,大眼长蝽科,半翅目,B127,#ff00d7
1217,莎长蝽科,半翅目,B128,#ff00ff
1218,室翅长蝽科,半翅目,B129,#ff5f00
1219,地长蝽科,半翅目,B130,#ff5f5f
1220,同蝽科,半翅目,B131,#ff5f87
1221,球蝽科,半翅目,B132,#ff5faf
1222,土蝽科,半翅目,B133,#ff5fd7
1223,兜蝽科,半翅目,B134,#ff5fff
1224,龟蝽科,半翅目,B135,#ff8700
1225,盾蝽科,半翅目,B136,#ff875f
1226,荔蝽科,半翅目,B137,#d70000
1227,大红蝽科,半翅目,B138,#ff87af
1228,红蝽科,半翅目,B139,#5f00ff
1229,黾蝽科,半翅目,B140,#ff87ff
1230,宽肩蝽科,半翅目,B141,#ffaf00
1231,水蝽科,半翅目,B142,#ffaf5f
1232,蟾蝽科,半翅目,B143,#ffaf87
1233,划蝽科,半翅目,B144,#ffafaf
1234,负子蝽科,半翅目,B145,#ff5fd7
1235,蝎蝽科,半翅目,B146,#ff5fff
1236,蚤蝽科,半翅目,B147,#ff8700
1237,仰蝽科,半翅目,B148,#ff875f
1238,蜍蝽科,半翅目,B149,#d70000
1239,猎蝽科,半翅目,B150,#ff87af
1240,网蝽科,半翅目,B151,#5f00ff
1241,管蓟马科,缨翅目,Y5,#ff87ff
1242,蓟马科,缨翅目,Y6,#ffaf00
1243,测试,鳞翅目,L704,#000000
1244,未知昆虫,鳞翅目,L705,#000000
1245,云南松毛虫,鳞翅目,L706,#000000
1246,思茅松毛虫,鳞翅目,L707,#40e534
1247,马尾松毛虫,鳞翅目,L708,#1ddadd
1248,波纹松毛虫,鳞翅目,L709,#ee9d11
1249,赤松毛虫,鳞翅目,L710,#eae206
1250,黄褐天目松毛虫,鳞翅目,L711,#22e22f
1251,黄褐天幕松毛虫,鳞翅目,L712,#0b9bf4
1252,高山松毛虫,鳞翅目,L713,#03f8fc
1253,海南松毛虫,鳞翅目,L714,#52e811
1254,桔斑簇天牛,鞘翅目,Q200,#ea1bee
1255,茶丽天牛,鞘翅目,Q201,#2993a8
1256,榕指角天牛,鞘翅目,Q202,#2bd5f7
1257,木棉丛角天牛,鞘翅目,Q203,#58abf9
1258,长颈鹿天牛,鞘翅目,Q204,#ba87f7
1259,石纹拟鹿天牛,鞘翅目,Q205,#b3f109
1260,线纹羽角天牛,鞘翅目,Q206,#ee9d11
1261,蓝斑星天牛,鞘翅目,Q207,#34f965
1262,蔗根土天牛,鞘翅目,Q208,#22a091
1263,格彩臂金龟,鞘翅目,Q209,#b10dfd
1264,橡胶犀金龟,鞘翅目,Q210,#3ce25d
1265,三斑蕊灯蛾,鳞翅目,L726,#0000ff
1266,赤腹污灯蛾,鳞翅目,L727,#005f00
1267,青斜背天蛾,鳞翅目,L728,#005f5f
1268,丽眼斑螳,螳螂目,TL1,#ff5733
1269,模毒蛾,鳞翅目,L729,#33ff57
1270,云尺蛾,鳞翅目,L730,#3357ff
1271,双云尺蛾,鳞翅目,L731,#005fff
1272,拟柿星尺蛾,鳞翅目,L732,#008700
1273,枯肖毛翅夜蛾,鳞翅目,L733,#00875f
1274,叔灰镰须夜蛾,鳞翅目,L734,#008787
1275,扭拟灯蛾,鳞翅目,L735,#0087af
1276,斜绿天蛾,鳞翅目,L715,#0087d7
1277,枯艳叶夜蛾,鳞翅目,L716,#0087ff
1278,淋绿尺蛾,鳞翅目,L717,#00af00
1279,星散灯蛾,鳞翅目,L718,#00af5f
1280,纹散灯蛾,鳞翅目,L719,#00af87
1281,锈色棕榈象,鞘翅目,Q211,#00afaf
1282,黄带素尺蛾,鳞翅目,L720,#00afd7
1283,大霜尺蛾,鳞翅目,L721,#00afff
1284,安土苔蛾,鳞翅目,L722,#00d700
1285,黄雪苔蛾,鳞翅目,L723,#00d75f
1286,淡黄毒蛾,鳞翅目,L724,#00d787
1287,翠褐皮瘤蛾,鳞翅目,L725,#00d7af
1288,瑞星黄毒蛾,鳞翅目,L736,#00d7d7
1289,路雪苔蛾,鳞翅目,L737,#00d7ff
1290,直蝶灯蛾,鳞翅目,L738,#00ff00
1291,月毒蛾,鳞翅目,L739,#00ff5f
1292,褐枯尺蛾,鳞翅目,L740,#00ff87
1293,双线盗毒蛾,鳞翅目,L741,#00ffaf
1294,纹背线天蛾,鳞翅目,L742,#00ffd7
1295,橙苔蛾,鳞翅目,L743,#00ffff
1296,四点素尺蛾,鳞翅目,L744,#5f0000
1297,绿罗花金龟,鞘翅目,Q212,#5f005f
1298,宽带鹿角花金龟,鞘翅目,Q213,#5f0087
1299,拟三色星灯蛾,鳞翅目,L745,#5f00af
1300,污灯蛾属,鳞翅目,L746,#5f00d7
1301,黄痣苔蛾,鳞翅目,L747,#5f00ff
1302,圆纹金星天蛾,鳞翅目,L748,#5f5f00
1303,巨星尺蛾,鳞翅目,L749,#5f5f5f
1304,丝棉木尺蛾,鳞翅目,L750,#5f5f87
1305,灰白毒蛾,鳞翅目,L751,#5f5faf
1306,白纹羽毒蛾,鳞翅目,L752,#5f5fd7
1307,松天蛾属,鳞翅目,L753,#5f5fff
1308,绒星天蛾,鳞翅目,L754,#0000ff
1309,蓝墨天牛,鞘翅目,Q214,#005f00
1310,肩异缘蝽,半翅目,B152,#005f5f
1311,镰钩蛾属,鳞翅目,L755,#005f87
1312,绿刺蛾属,鳞翅目,L756,#005faf
1313,神农洁蜣螂,鞘翅目,Q215,#005fd7
1314,松瘤小蠹,鞘翅目,Q216,#005fff
1315,云南切梢小蠹,鞘翅目,Q217,#008700
1316,棕色鳃金龟,鞘翅目,Q218,#00875f
1317,粗刻点木蠹象,鞘翅目,Q219,#008787
1318,华山松木蠹象,鞘翅目,Q220,#0087af
1319,绿饰尺蛾,鳞翅目,L757,#0087d7
1320,横坑切稍小蠹,鞘翅目,Q221,#0087ff
1321,六尺小蠹,鞘翅目,Q222,#00af00
1322,甘薯茎螟,鳞翅目,L758,#00af5f
1323,紫褐肋野螟,鳞翅目,L759,#00af87
1324,云南四眼小蠹,鞘翅目,Q223,#00afaf
1325,南方四眼小蠹,鞘翅目,Q224,#00afd7
1326,短角幽天牛,鞘翅目,Q225,#00afff
1327,尼负葬甲,鞘翅目,Q226,#00d700
1330,T1,测试目,T1,#000000
1331,T2,测试目,T2,#000000
1332,T3,测试目,T3,#000000
1333,T4,测试目,T4,#000000
1334,T5,测试目,T5,#000000
1335,T6,测试目,T6,#000000
1336,T7,测试目,T7,#000000
1337,T8,测试目,T8,#000000
1338,T9,测试目,T9,#000000
1339,T10,测试目,T10,#000000
1340,T11,测试目,T11,#000000
1341,T12,测试目,T12,#000000
1342,T13,测试目,T13,#000000
1343,T14,测试目,T14,#000000
1344,T15,测试目,T15,#000000
1345,T16,测试目,T16,#000000
1346,T17,测试目,T17,#000000
1347,T18,测试目,T18,#000000
1348,T19,测试目,T19,#000000
1349,T20,测试目,T20,#000000
1350,T21,测试目,T21,#000000
1351,T22,测试目,T22,#000000
1352,T23,测试目,T23,#000000
1353,T24,测试目,T24,#000000
1354,T25,测试目,T25,#000000
1355,T26,测试目,T26,#000000
1356,T27,测试目,T27,#000000
1357,T28,测试目,T28,#000000
1358,T29,测试目,T29,#000000
1359,T30,测试目,T30,#000000
1360,T31,测试目,T31,#000000
1361,T32,测试目,T32,#000000
1362,T33,测试目,T33,#000000
1363,T34,测试目,T34,#000000
1364,T35,测试目,T35,#000000
1365,T36,测试目,T36,#000000
1366,T37,测试目,T37,#000000
1367,T38,测试目,T38,#000000
1368,T39,测试目,T39,#000000
1369,T40,测试目,T40,#000000
1370,T41,测试目,T41,#000000
1371,T42,测试目,T42,#000000
1372,T43,测试目,T43,#000000
1373,T44,测试目,T44,#000000
1374,T45,测试目,T45,#000000
1375,T46,测试目,T46,#000000
1376,T47,测试目,T47,#000000
1377,T48,测试目,T48,#000000
1378,T49,测试目,T49,#000000
1379,T50,测试目,T50,#000000
1380,T51,测试目,T51,#000000
1381,T52,测试目,T52,#000000
1382,T53,测试目,T53,#000000
1383,T54,测试目,T54,#000000
1384,T55,测试目,T55,#000000
1385,T56,测试目,T56,#000000
1386,T57,测试目,T57,#000000
1387,T58,测试目,T58,#000000
1388,T59,测试目,T59,#000000
1389,T60,测试目,T60,#000000
1390,T61,测试目,T61,#000000
1391,T62,测试目,T62,#000000
1392,T63,测试目,T63,#000000
1393,T64,测试目,T64,#000000
1394,T65,测试目,T65,#000000
1395,T66,测试目,T66,#000000
1396,T67,测试目,T67,#000000
1397,T68,测试目,T68,#000000
1398,T69,测试目,T69,#000000
1399,T70,测试目,T70,#000000
1400,T71,测试目,T71,#000000
1401,T72,测试目,T72,#000000
1402,T73,测试目,T73,#000000
1403,T74,测试目,T74,#000000
1404,T75,测试目,T75,#000000
1405,T76,测试目,T76,#000000
1406,T77,测试目,T77,#000000
1407,T78,测试目,T78,#000000
1408,T79,测试目,T79,#000000
1409,T80,测试目,T80,#000000
1414,台湾乳白蚁,蜚蠊目,FL14,#d7005f
1415,黄胸散白蚁,蜚蠊目,FL15,#0087ff
1416,黑胸散白蚁,蜚蠊目,FL16,#af8700
1417,稻杆潜蝇,双翅目,S64,#87d7ff
1418,三点盲蝽,半翅目,B200,#000000
1419,东方原缘蝽,半翅目,B153,#00005f
1420,中稻缘蝽,半翅目,B154,#000087
1421,中黑苜蓿盲蝽,半翅目,B155,#0000af
1422,伯瑞象蜡蝉,半翅目,B156,#0000d7
1423,八点广翅蜡蝉,半翅目,B157,#0000ff
1424,匙头叶蝉,半翅目,B158,#005f00
1425,半翅目,半翅目,B159,#005f5f
1426,南方曙沫蝉,半翅目,B160,#005f87
1427,双刺胸猎蝽,半翅目,B161,#005faf
1428,双环普猎蝽,半翅目,B162,#005fd7
1429,台湾厚盲蝽,半翅目,B163,#005fff
1430,四斑红蝽,半翅目,B164,#008700
1431,彩纹猎蝽,半翅目,B165,#00875f
1432,普猎蝽属,半翅目,B166,#008787
1433,曲缘红蝽,半翅目,B167,#0087af
1434,月纹丽象蜡蝉,半翅目,B168,#0087d7
1435,梭猎蝽属,半翅目,B169,#0087ff
1436,棘缘蝽属,半翅目,B170,#00af00
1437,沫蝉科,半翅目,B171,#00af5f
1438,淡翅迅足长蝽,半翅目,B172,#00af87
1439,烁划蝽属,半翅目,B173,#00afaf
1440,白翅褐脉叶蝉,半翅目,B174,#00afd7
1441,白边刺胫长蝽,半翅目,B175,#00afff
1442,直红蝽,半翅目,B176,#00d700
1443,稻缘蝽属,半翅目,B177,#00d75f
1444,稻赤斑黑沫蝉,半翅目,B178,#00d787
1445,窄姬蝽,半翅目,B179,#00d7af
1446,竹卵圆蝽,半翅目,B180,#00d7d7
1447,类原姬蝽,半翅目,B181,#00d7ff
1448,纹迹烁划蝽,半翅目,B182,#00ff00
1449,细角黾蝽,半翅目,B183,#00ff5f
1450,美洲隐角蝽,半翅目,B184,#00ff87
1451,透明疏广翅蜡蝉,半翅目,B185,#00ffaf
1452,锈色负子蝽,半翅目,B186,#00ffd7
1453,锥绒猎蝽属,半翅目,B187,#00ffff
1454,长棘猎蝽,半翅目,B188,#5f0000
1455,长毛草盲蝽,半翅目,B189,#5f005f
1456,黄伊缘蝽,半翅目,B190,#5f0087
1457,黑斑地长蝽,半翅目,B191,#5f00af
1458,地鳖科,蜚蠊目,FL17,#5f00d7
1459,申氏乙蠊,蜚蠊目,FL18,#5f00ff
1461,黑胸大蠊,蜚蠊目,FL20,#5f5f5f
1462,四节蜉蝣,蜉蝣目,FY4,#5f5f87
1463,L纹灰毒蛾,鳞翅目,L760,#5f5faf
1464,一点斜线网蛾,鳞翅目,L761,#5f5fd7
1465,三叉地夜蛾,鳞翅目,L762,#5f5fff
1466,三条扇野螟,鳞翅目,L763,#5f8700
1467,三环须水螟,鳞翅目,L764,#5f875f
1468,三线黄尺蛾,鳞翅目,L765,#5f8787
1469,三角夜斑螟,鳞翅目,L766,#5f87af
1470,三角斑褐蚕蛾,鳞翅目,L767,#5f87d7
1471,东方毒蛾,鳞翅目,L768,#5f87ff
1472,中国虎尺蛾,鳞翅目,L769,#5faf00
1473,中带网蛾,鳞翅目,L770,#5faf5f
1474,中弓裳蛾,鳞翅目,L771,#5faf87
1475,中影单跗夜蛾,鳞翅目,L772,#5fafaf
1476,中赫夜蛾,鳞翅目,L773,#5fafd7
1477,乌闪篱灯蛾,鳞翅目,L774,#5fafff
1478,亚四目绿尺蛾,鳞翅目,L775,#5fd700
1479,亚洲鹰翅天蛾(台湾鹰翅天蛾),鳞翅目,L776,#5fd75f
1480,亮兜夜蛾,鳞翅目,L777,#5fd787
1481,人心果阿夜蛾,鳞翅目,L778,#5fd7af
1482,优雪苔蛾,鳞翅目,L779,#5fd7d7
1483,伟长须夜蛾,鳞翅目,L780,#5fd7ff
1484,俗安夜蛾,鳞翅目,L781,#5fff00
1485,全须夜蛾(柚木驼蛾),鳞翅目,L782,#5fff5f
1486,冉地苔蛾,鳞翅目,L783,#5fff87
1487,切叶野螟属,鳞翅目,L784,#5fffaf
1488,切夜蛾属,鳞翅目,L785,#5fffd7
1489,单析夜蛾,鳞翅目,L786,#5fffff
1490,单色蓑蛾,鳞翅目,L787,#870000
1491,南岭丸尺蛾,鳞翅目,L788,#87005f
1492,双前斑尾尺蛾,鳞翅目,L789,#870087
1493,双斑辉尺蛾,鳞翅目,L790,#8700af
1494,双线卷裙夜蛾,鳞翅目,L791,#8700d7
1495,双齿贡尺蛾,鳞翅目,L792,#8700ff
1496,后委夜蛾,鳞翅目,L793,#875f00
1497,四点苔蛾,鳞翅目,L794,#875f5f
1498,四黑斑奇尺蛾,鳞翅目,L795,#875f87
1499,圆灰翅夜蛾,鳞翅目,L796,#875faf
1500,土苔蛾属,鳞翅目,L797,#875fd7
1501,基空贫夜蛾,鳞翅目,L798,#875fff
1502,塘水螟属,鳞翅目,L799,#878700
1503,夜盗蛾属(灰翅夜蛾属),鳞翅目,L800,#87875f
1504,大斑豹纹尺蛾,鳞翅目,L801,#878787
1505,大斑豹蠹蛾,鳞翅目,L802,#8787af
1506,奇特望灯蛾,鳞翅目,L803,#8787d7
1507,女贞尺蛾,鳞翅目,L804,#8787ff
1508,姬夜蛾,鳞翅目,L805,#87af00
1509,实夜蛾,鳞翅目,L806,#87af5f
1510,实毛胫裳蛾,鳞翅目,L807,#ff0000
1511,客来夜蛾,鳞翅目,L808,#87afaf
1512,小四点波姬尺蛾,鳞翅目,L809,#87afd7
1513,小岩尺蛾,鳞翅目,L810,#87afff
1514,小红姬尺蛾,鳞翅目,L811,#87d700
1515,小纹禾螟,鳞翅目,L812,#87d75f
1516,小贫裳蛾,鳞翅目,L813,#87d787
1517,小黑带盆夜蛾,鳞翅目,L814,#87d7af
1518,尖裙夜蛾属,鳞翅目,L815,#87d7d7
1519,尼夜蛾属,鳞翅目,L816,#87d7ff
1520,山茶斜带尺蛾,鳞翅目,L817,#87ff00
1521,幕衣蛾,鳞翅目,L818,#87ff5f
1522,平背线天蛾,鳞翅目,L819,#87ff87
1523,延夜蛾,鳞翅目,L820,#87ffaf
1524,微拟灯蛾,鳞翅目,L821,#87ffd7
1525,扁豆蝶羽蛾,鳞翅目,L822,#87ffff
1526,折玉臂尺蛾,鳞翅目,L823,#af0000
1527,拍尾夜蛾属,鳞翅目,L824,#af005f
1528,拟斑螟族,鳞翅目,L825,#af0087
1529,拟杨小舟蛾,鳞翅目,L826,#af00af
1530,散斑秘夜蛾,鳞翅目,L827,#af00d7
1531,斑粉螟,鳞翅目,L828,#af00ff
1532,斑螟属,鳞翅目,L829,#af5f00
1533,新交兰纹夜蛾,鳞翅目,L830,#af5f5f
1534,明痣苔蛾,鳞翅目,L831,#af5f87
1535,易点夜蛾,鳞翅目,L832,#af5faf
1536,星夜蛾(倭委夜蛾),鳞翅目,L833,#af5fd7
1537,显脉污灯蛾,鳞翅目,L834,#af5fff
1538,晶尺蛾,鳞翅目,L835,#af8700
1539,暗翅夜蛾,鳞翅目,L836,#af875f
1541,木撩尺蛾,鳞翅目,L838,#af87af
1542,杉氏奴裳蛾,鳞翅目,L839,#af87d7
1543,枇杷扇野螟,鳞翅目,L840,#af87ff
1544,柑橘孔夜蛾,鳞翅目,L841,#afaf00
1545,柳阴翅斑螟,鳞翅目,L842,#afaf5f
1546,栎掌舟蛾,鳞翅目,L843,#afaf87
1547,桑褐刺蛾(八字眉刺蛾),鳞翅目,L844,#afafaf
1548,桦尺蠖,鳞翅目,L845,#afafd7
1549,梅木蛾,鳞翅目,L846,#afafff
1550,梯纹美苔蛾,鳞翅目,L847,#afd700
1551,棉古毒蛾,鳞翅目,L848,#afd75f
1552,棉褐环野螟,鳞翅目,L849,#afd787
1553,楠六点天蛾,鳞翅目,L850,#afd7af
1554,榕透翅毒蛾,鳞翅目,L851,#afd7d7
1555,樗蚕蛾,鳞翅目,L852,#afd7ff
1556,樟缀叶螟,鳞翅目,L853,#afff00
1557,橄榄斜灰尺蛾,鳞翅目,L854,#afff5f
1558,橄榄绿尾尺蛾,鳞翅目,L855,#afff87
1559,欧洲松毛虫,鳞翅目,L856,#afffaf
1560,残夜蛾,鳞翅目,L857,#afffd7
1561,毛胫夜蛾,鳞翅目,L858,#afffff
1562,毛锥歧角螟,鳞翅目,L859,#d70000
1563,水稻切叶野螟,鳞翅目,L860,#d7005f
1564,污斑纹野螟,鳞翅目,L861,#d70087
1565,沟散纹夜蛾,鳞翅目,L862,#d700af
1566,油桐尺蛾,鳞翅目,L863,#d700d7
1567,波纹黑基螟,鳞翅目,L864,#d700ff
1568,波缘歧角螟,鳞翅目,L865,#d75f00
1569,泥土苔蛾,鳞翅目,L866,#d75f5f
1570,泥苔蛾,鳞翅目,L867,#d75f87
1571,洁盗夜蛾,鳞翅目,L868,#d75faf
1572,浊夜蛾,鳞翅目,L869,#d75fd7
1573,淡剑灰翅夜蛾,鳞翅目,L870,#d75fff
